[PC Hunter Standard][DNF.exe-->Ring3 Hook]: 1051
挂钩对象		挂钩位置		钩子类型		挂钩处当前值		挂钩处原始值
[*]TenRPCS.dll->KERNEL32.dll:GetCurrentDirectoryA		0x00000000771A43D0->0x00000000099D43D0		Iat		D0 43 9D 09		D0 43 1A 77
TenRPCS.dll->KERNEL32.dll:SystemTimeToTzSpecificLocalTime		0x0000000077189720->0x00000000099B9720		Iat		20 97 9B 09		20 97 18 77
[*]TenRPCS.dll->KERNEL32.dll:GetTempPathA		0x0000000077193E80->0x00000000099C3E80		Iat		80 3E 9C 09		80 3E 19 77
TenRPCS.dll->KERNEL32.dll:GetTempFileNameA		0x0000000077193E60->0x00000000099C3E60		Iat		60 3E 9C 09		60 3E 19 77
[*]TenRPCS.dll->KERNEL32.dll:DeleteFileA		0x0000000077193BD0->0x00000000099C3BD0		Iat		D0 3B 9C 09		D0 3B 19 77
TenRPCS.dll->KERNEL32.dll:CopyFileA		0x0000000077189280->0x00000000099B9280		Iat		80 92 9B 09		80 92 18 77
[*]TenRPCS.dll->KERNEL32.dll:CreateFileMappingA		0x0000000077185EC0->0x00000000099B5EC0		Iat		C0 5E 9B 09		C0 5E 18 77
TenRPCS.dll->KERNEL32.dll:GetComputerNameW		0x0000000077191B00->0x00000000099C1B00		Iat		00 1B 9C 09		00 1B 19 77
[*]TenRPCS.dll->KERNEL32.dll:AreFileApisANSI		0x0000000077192920->0x00000000099C2920		Iat		20 29 9C 09		20 29 19 77
TenRPCS.dll->KERNEL32.dll:LocalFree		0x0000000077190960->0x00000000099C0960		Iat		60 09 9C 09		60 09 19 77
[*]TenRPCS.dll->KERNEL32.dll:DeleteFileW		0x0000000077193BE0->0x00000000099C3BE0		Iat		E0 3B 9C 09		E0 3B 19 77
TenRPCS.dll->KERNEL32.dll:GetFileAttributesExW		0x0000000077193DA0->0x00000000099C3DA0		Iat		A0 3D 9C 09		A0 3D 19 77
[*]TenRPCS.dll->KERNEL32.dll:GetDiskFreeSpaceA		0x0000000077193D20->0x00000000099C3D20		Iat		20 3D 9C 09		20 3D 19 77
TenRPCS.dll->KERNEL32.dll:GetDiskFreeSpaceW		0x0000000077193D50->0x00000000099C3D50		Iat		50 3D 9C 09		50 3D 19 77
[*]TenRPCS.dll->KERNEL32.dll:LockFileEx		0x0000000077193F10->0x00000000099C3F10		Iat		10 3F 9C 09		10 3F 19 77
[*]TenRPCS.dll->KERNEL32.dll:GetTempPathW		0x0000000077193E90->0x00000000099C3E90		Iat		90 3E 9C 09		90 3E 19 77
TenRPCS.dll->KERNEL32.dll:FlushFileBuffers		0x0000000077193D10->0x00000000099C3D10		Iat		10 3D 9C 09		10 3D 19 77
[*]TenRPCS.dll->KERNEL32.dll:HeapValidate		0x0000000077186190->0x00000000099B6190		Iat		90 61 9B 09		90 61 18 77
TenRPCS.dll->KERNEL32.dll:HeapCreate		0x0000000077191FD0->0x00000000099C1FD0		Iat		D0 1F 9C 09		D0 1F 19 77
[*]TenRPCS.dll->KERNEL32.dll:GetFileAttributesA		0x0000000077193D80->0x00000000099C3D80		Iat		80 3D 9C 09		80 3D 19 77
TenRPCS.dll->KERNEL32.dll:HeapDestroy		0x00000000771922A0->0x00000000099C22A0		Iat		A0 22 9C 09		A0 22 19 77
[*]TenRPCS.dll->KERNEL32.dll:FormatMessageW		0x0000000077192640->0x00000000099C2640		Iat		40 26 9C 09		40 26 19 77
TenRPCS.dll->KERNEL32.dll:GetLocaleInfoW		0x0000000077190D30->0x00000000099C0D30		Iat		30 0D 9C 09		30 0D 19 77
[*]TenRPCS.dll->KERNEL32.dll:UnlockFileEx		0x0000000077194010->0x00000000099C4010		Iat		10 40 9C 09		10 40 19 77
TenRPCS.dll->KERNEL32.dll:LockFile		0x0000000077193F00->0x00000000099C3F00		Iat		00 3F 9C 09		00 3F 19 77
[*]TenRPCS.dll->KERNEL32.dll:UnlockFile		0x0000000077194000->0x00000000099C4000		Iat		00 40 9C 09		00 40 19 77
TenRPCS.dll->KERNEL32.dll:HeapFree		0x000000007718EF70->0x00000000099BEF70		Iat		70 EF 9B 09		70 EF 18 77
TenRPCS.dll->KERNEL32.dll:SetEndOfFile		0x0000000077193F80->0x00000000099C3F80		Iat		80 3F 9C 09		80 3F 19 77
[*]TenRPCS.dll->KERNEL32.dll:CreateMutexW		0x0000000077193A10->0x00000000099C3A10		Iat		10 3A 9C 09		10 3A 19 77
[*]TenRPCS.dll->KERNEL32.dll:GetFullPathNameA		0x0000000077193E30->0x00000000099C3E30		Iat		30 3E 9C 09		30 3E 19 77
TenRPCS.dll->KERNEL32.dll:GetFullPathNameW		0x0000000077193E40->0x00000000099C3E40		Iat		40 3E 9C 09		40 3E 19 77
[*]TenRPCS.dll->KERNEL32.dll:TerminateProcess		0x000000007718A380->0x00000000099BA380		Iat		80 A3 9B 09		80 A3 18 77
TenRPCS.dll->KERNEL32.dll:UnhandledExceptionFilter		0x00000000771A5EF0->0x00000000099D5EF0		Iat		F0 5E 9D 09		F0 5E 1A 77
[*]TenRPCS.dll->KERNEL32.dll:ExitProcess		0x0000000077194F20->0x00000000099C4F20		Iat		20 4F 9C 09		20 4F 19 77
TenRPCS.dll->KERNEL32.dll:GetCPInfo		0x0000000077192210->0x00000000099C2210		Iat		10 22 9C 09		10 22 19 77
[*]TenRPCS.dll->KERNEL32.dll:GetOEMCP		0x0000000077192BE0->0x00000000099C2BE0		Iat		E0 2B 9C 09		E0 2B 19 77
TenRPCS.dll->KERNEL32.dll:GetACP		0x0000000077190A80->0x00000000099C0A80		Iat		80 0A 9C 09		80 0A 19 77
[*]TenRPCS.dll->KERNEL32.dll:IsValidCodePage		0x0000000077192370->0x00000000099C2370		Iat		70 23 9C 09		70 23 19 77
TenRPCS.dll->KERNEL32.dll:SetFilePointerEx		0x0000000077193FD0->0x00000000099C3FD0		Iat		D0 3F 9C 09		D0 3F 19 77
[*]TenRPCS.dll->KERNEL32.dll:ReadConsoleW		0x00000000771943B0->0x00000000099C43B0		Iat		B0 43 9C 09		B0 43 19 77
TenRPCS.dll->KERNEL32.dll:GetConsoleMode		0x0000000077194330->0x00000000099C4330		Iat		30 43 9C 09		30 43 19 77
[*]TenRPCS.dll->KERNEL32.dll:GetStartupInfoW		0x0000000077192250->0x00000000099C2250		Iat		50 22 9C 09		50 22 19 77
TenRPCS.dll->KERNEL32.dll:InterlockedIncrement		0x000000007718F300->0x00000000099BF300		Iat		00 F3 9B 09		00 F3 18 77
[*]TenRPCS.dll->KERNEL32.dll:WriteConsoleW		0x0000000077194400->0x00000000099C4400		Iat		00 44 9C 09		00 44 19 77
TenRPCS.dll->KERNEL32.dll:GetFileType		0x0000000077193E00->0x00000000099C3E00		Iat		00 3E 9C 09		00 3E 19 77
[*]TenRPCS.dll->KERNEL32.dll:GetCommandLineA		0x0000000077192970->0x00000000099C2970		Iat		70 29 9C 09		70 29 19 77
TenRPCS.dll->KERNEL32.dll:IsProcessorFeaturePresent		0x0000000077191670->0x00000000099C1670		Iat		70 16 9C 09		70 16 19 77
[*]TenRPCS.dll->KERNEL32.dll:IsDebuggerPresent		0x0000000077192B80->0x00000000099C2B80		Iat		80 2B 9C 09		80 2B 19 77
TenRPCS.dll->KERNEL32.dll:RaiseException		0x0000000077190C30->0x00000000099C0C30		Iat		30 0C 9C 09		30 0C 19 77
[*]TenRPCS.dll->KERNEL32.dll:RtlUnwind		0x0000000077190C40->0x00000000099C0C40		Iat		40 0C 9C 09		40 0C 19 77
TenRPCS.dll->KERNEL32.dll:IsValidLocale		0x0000000077192540->0x00000000099C2540		Iat		40 25 9C 09		40 25 19 77
[*]TenRPCS.dll->KERNEL32.dll:GetUserDefaultLCID		0x000000007718F0E0->0x00000000099BF0E0		Iat		E0 F0 9B 09		E0 F0 18 77
TenRPCS.dll->KERNEL32.dll:GetStringTypeW		0x0000000077191750->0x00000000099C1750		Iat		50 17 9C 09		50 17 19 77
[*]TenRPCS.dll->KERNEL32.dll:GetEnvironmentStringsW		0x0000000077192980->0x00000000099C2980		Iat		80 29 9C 09		80 29 19 77
TenRPCS.dll->KERNEL32.dll:FreeEnvironmentStringsW		0x00000000771926D0->0x00000000099C26D0		Iat		D0 26 9C 09		D0 26 19 77
[*]TenRPCS.dll->KERNEL32.dll:CreateDirectoryW		0x0000000077193B80->0x00000000099C3B80		Iat		80 3B 9C 09		80 3B 19 77
TenRPCS.dll->KERNEL32.dll:FindFirstFileExW		0x0000000077193C70->0x00000000099C3C70		Iat		70 3C 9C 09		70 3C 19 77
[*]TenRPCS.dll->KERNEL32.dll:GetDriveTypeW		0x0000000077193D70->0x00000000099C3D70		Iat		70 3D 9C 09		70 3D 19 77
TenRPCS.dll->KERNEL32.dll:EnumSystemLocalesW		0x000000007718A0F0->0x00000000099BA0F0		Iat		F0 A0 9B 09		F0 A0 18 77
[*]TenRPCS.dll->KERNEL32.dll:SetStdHandle		0x00000000771A5C90->0x00000000099D5C90		Iat		90 5C 9D 09		90 5C 1A 77
TenRPCS.dll->KERNEL32.dll:GetConsoleCP		0x0000000077194320->0x00000000099C4320		Iat		20 43 9C 09		20 43 19 77
[*]TenRPCS.dll->KERNEL32.dll:OutputDebugStringW		0x00000000771A50C0->0x00000000099D50C0		Iat		C0 50 9D 09		C0 50 1A 77
TenRPCS.dll->KERNEL32.dll:LoadLibraryExW		0x000000007718FEA0->0x00000000099BFEA0		Iat		A0 FE 9B 09		A0 FE 18 77
[*]TenRPCS.dll->KERNEL32.dll:GetFileInformationByHandle		0x0000000077193DC0->0x00000000099C3DC0		Iat		C0 3D 9C 09		C0 3D 19 77
TenRPCS.dll->KERNEL32.dll:GetCurrentDirectoryW		0x0000000077189200->0x00000000099B9200		Iat		00 92 9B 09		00 92 18 77
[*]TenRPCS.dll->KERNEL32.dll:Process32Next		0x0000000077187D80->0x00000000099B7D80		Iat		80 7D 9B 09		80 7D 18 77
TenRPCS.dll->KERNEL32.dll:SetEnvironmentVariableA		0x00000000771A5B30->0x00000000099D5B30		Iat		30 5B 9D 09		30 5B 1A 77
[*]TenRPCS.dll->KERNEL32.dll:CompareStringW		0x000000007718EFE0->0x00000000099BEFE0		Iat		E0 EF 9B 09		E0 EF 18 77
TenRPCS.dll->KERNEL32.dll:GetCurrentThread		0x000000007718FF50->0x00000000099BFF50		Iat		50 FF 9B 09		50 FF 18 77
[*]TenRPCS.dll->KERNEL32.dll:FormatMessageA		0x0000000077189590->0x00000000099B9590		Iat		90 95 9B 09		90 95 18 77
TenRPCS.dll->USER32.dll:SetWindowLongW		0x0000000076FAD6B0->0x0000000009EBD6B0		Iat		B0 D6 EB 09		B0 D6 FA 76
[*]TenRPCS.dll->USER32.dll:GetParent		0x0000000076FB1900->0x0000000009EC1900		Iat		00 19 EC 09		00 19 FB 76
TenRPCS.dll->USER32.dll:RegisterHotKey		0x0000000076FB7400->0x0000000009EC7400		Iat		00 74 EC 09		00 74 FB 76
[*]TenRPCS.dll->USER32.dll:UnregisterHotKey		0x0000000076FB7970->0x0000000009EC7970		Iat		70 79 EC 09		70 79 FB 76
TenRPCS.dll->USER32.dll:EnumDisplaySettingsA		0x0000000076F9CDC0->0x0000000009EACDC0		Iat		C0 CD EA 09		C0 CD F9 76
[*]TenRPCS.dll->USER32.dll:EnumDisplayDevicesA		0x0000000076F9D380->0x0000000009EAD380		Iat		80 D3 EA 09		80 D3 F9 76
TenRPCS.dll->USER32.dll:TrackMouseEvent		0x0000000076FB7920->0x0000000009EC7920		Iat		20 79 EC 09		20 79 FB 76
[*]TenRPCS.dll->USER32.dll:SetWindowLongA		0x0000000076F9BD20->0x0000000009EABD20		Iat		20 BD EA 09		20 BD F9 76
TenRPCS.dll->USER32.dll:IsWindowUnicode		0x0000000076FB1EF0->0x0000000009EC1EF0		Iat		F0 1E EC 09		F0 1E FB 76
[*]TenRPCS.dll->USER32.dll:CallWindowProcA		0x0000000076F96BC0->0x0000000009EA6BC0		Iat		C0 6B EA 09		C0 6B F9 76
TenRPCS.dll->USER32.dll:CallWindowProcW		0x0000000076FA6770->0x0000000009EB6770		Iat		70 67 EB 09		70 67 FA 76
[*]TenRPCS.dll->USER32.dll:FindWindowA		0x0000000076F94FA0->0x0000000009EA4FA0		Iat		A0 4F EA 09		A0 4F F9 76
TenRPCS.dll->USER32.dll:GetSystemMetrics		0x0000000076FA8370->0x0000000009EB8370		Iat		70 83 EB 09		70 83 FA 76
[*]TenRPCS.dll->USER32.dll:GetClassNameW		0x0000000076FB46C0->0x0000000009EC46C0		Iat		C0 46 EC 09		C0 46 FB 76
TenRPCS.dll->USER32.dll:EnumChildWindows		0x0000000076FB1BD0->0x0000000009EC1BD0		Iat		D0 1B EC 09		D0 1B FB 76
[*]TenRPCS.dll->USER32.dll:GetClassLongW		0x0000000076FA9700->0x0000000009EB9700		Iat		00 97 EB 09		00 97 FA 76
TenRPCS.dll->USER32.dll:GetWindowTextW		0x0000000076FA4740->0x0000000009EB4740		Iat		40 47 EB 09		40 47 FA 76
[*]TenRPCS.dll->USER32.dll:GetWindowPlacement		0x0000000076FB7010->0x0000000009EC7010		Iat		10 70 EC 09		10 70 FB 76
TenRPCS.dll->USER32.dll:SendMessageTimeoutW		0x0000000076FB4060->0x0000000009EC4060		Iat		60 40 EC 09		60 40 FB 76
[*]TenRPCS.dll->USER32.dll:SendMessageA		0x0000000076F96D20->0x0000000009EA6D20		Iat		20 6D EA 09		20 6D F9 76
TenRPCS.dll->USER32.dll:GetTopWindow		0x0000000076F92A20->0x0000000009EA2A20		Iat		20 2A EA 09		20 2A F9 76
[*]TenRPCS.dll->USER32.dll:GetWindowThreadProcessId		0x0000000076FAFFC0->0x0000000009EBFFC0		Iat		C0 FF EB 09		C0 FF FA 76
TenRPCS.dll->USER32.dll:GetClassNameA		0x0000000076F97A60->0x0000000009EA7A60		Iat		60 7A EA 09		60 7A F9 76
[*]TenRPCS.dll->USER32.dll:EnumWindows		0x0000000076F9D330->0x0000000009EAD330		Iat		30 D3 EA 09		30 D3 F9 76
TenRPCS.dll->USER32.dll:GetWindowLongA		0x0000000076FA5A10->0x0000000009EB5A10		Iat		10 5A EB 09		10 5A FA 76
[*]TenRPCS.dll->USER32.dll:GetWindowRect		0x0000000076FA5730->0x0000000009EB5730		Iat		30 57 EB 09		30 57 FA 76
TenRPCS.dll->USER32.dll:GetWindowTextA		0x0000000076F995E0->0x0000000009EA95E0		Iat		E0 95 EA 09		E0 95 F9 76
[*]TenRPCS.dll->USER32.dll:GetDesktopWindow		0x0000000076FAA100->0x0000000009EBA100		Iat		00 A1 EB 09		00 A1 FA 76
TenRPCS.dll->USER32.dll:GetActiveWindow		0x0000000076FB52E0->0x0000000009EC52E0		Iat		E0 52 EC 09		E0 52 FB 76
[*]TenRPCS.dll->USER32.dll:DestroyIcon		0x0000000076F9C7F0->0x0000000009EAC7F0		Iat		F0 C7 EA 09		F0 C7 F9 76
TenRPCS.dll->USER32.dll:IsWindowVisible		0x0000000076FB2020->0x0000000009EC2020		Iat		20 20 EC 09		20 20 FB 76
TenRPCS.dll->ADVAPI32.dll:RegConnectRegistryW		0x0000000075DC9190->0x0000000009D09190		Iat		90 91 D0 09		90 91 DC 75
[*]TenRPCS.dll->ADVAPI32.dll:RegQueryInfoKeyW		0x0000000075DBD400->0x0000000009CFD400		Iat		00 D4 CF 09		00 D4 DB 75
TenRPCS.dll->ADVAPI32.dll:RegEnumKeyExW		0x0000000075DBD150->0x0000000009CFD150		Iat		50 D1 CF 09		50 D1 DB 75
[*]TenRPCS.dll->ADVAPI32.dll:RegQueryValueExW		0x0000000075DBCED0->0x0000000009CFCED0		Iat		D0 CE CF 09		D0 CE DB 75
TenRPCS.dll->ADVAPI32.dll:RegOpenKeyExW		0x0000000075DBCF90->0x0000000009CFCF90		Iat		90 CF CF 09		90 CF DB 75
[*]TenRPCS.dll->ADVAPI32.dll:RegEnumValueW		0x0000000075DBD440->0x0000000009CFD440		Iat		40 D4 CF 09		40 D4 DB 75
TenRPCS.dll->ADVAPI32.dll:LookupAccountSidA		0x0000000075DE9C60->0x0000000009D29C60		Iat		60 9C D2 09		60 9C DE 75
[*]TenRPCS.dll->ADVAPI32.dll:GetTokenInformation		0x0000000075DBCFB0->0x0000000009CFCFB0		Iat		B0 CF CF 09		B0 CF DB 75
TenRPCS.dll->ADVAPI32.dll:OpenProcessToken		0x0000000075DBD1B0->0x0000000009CFD1B0		Iat		B0 D1 CF 09		B0 D1 DB 75
[*]TenRPCS.dll->ADVAPI32.dll:LookupAccountSidW		0x0000000075DBD0A0->0x0000000009CFD0A0		Iat		A0 D0 CF 09		A0 D0 DB 75
TenRPCS.dll->ADVAPI32.dll:CloseTrace		0x0000000075DBE9B0->0x0000000009CFE9B0		Iat		B0 E9 CF 09		B0 E9 DB 75
[*]TenRPCS.dll->ADVAPI32.dll:ProcessTrace		0x0000000075DBE7F0->0x0000000009CFE7F0		Iat		F0 E7 CF 09		F0 E7 DB 75
TenRPCS.dll->ADVAPI32.dll:OpenTraceW		0x0000000075DBEA30->0x0000000009CFEA30		Iat		30 EA CF 09		30 EA DB 75
[*]TenRPCS.dll->ADVAPI32.dll:ControlTraceW		0x0000000075DBEAF0->0x0000000009CFEAF0		Iat		F0 EA CF 09		F0 EA DB 75
TenRPCS.dll->ADVAPI32.dll:StartTraceW		0x0000000075DBEBB0->0x0000000009CFEBB0		Iat		B0 EB CF 09		B0 EB DB 75
[*]TenRPCS.dll->ADVAPI32.dll:RegQueryValueExA		0x0000000075DBD3E0->0x0000000009CFD3E0		Iat		E0 D3 CF 09		E0 D3 DB 75
TenRPCS.dll->ADVAPI32.dll:RegOpenKeyExA		0x0000000075DBD420->0x0000000009CFD420		Iat		20 D4 CF 09		20 D4 DB 75
[*]TenRPCS.dll->ADVAPI32.dll:RegCloseKey		0x0000000075DBD1D0->0x0000000009CFD1D0		Iat		D0 D1 CF 09		D0 D1 DB 75
TenRPCS.dll->ADVAPI32.dll:RegEnumValueA		0x0000000075DC7190->0x0000000009D07190		Iat		90 71 D0 09		90 71 DC 75
[*]TenRPCS.dll->ADVAPI32.dll:RegQueryInfoKeyA		0x0000000075DBE040->0x0000000009CFE040		Iat		40 E0 CF 09		40 E0 DB 75
TenRPCS.dll->ADVAPI32.dll:RegEnumKeyExA		0x0000000075DC7770->0x0000000009D07770		Iat		70 77 D0 09		70 77 DC 75
[*]TenRPCS.dll->ADVAPI32.dll:GetUserNameA		0x0000000075DBEB80->0x0000000009CFEB80		Iat		80 EB CF 09		80 EB DB 75
TenRPCS.dll->ADVAPI32.dll:LookupPrivilegeValueW		0x0000000075DBC7C0->0x0000000009CFC7C0		Iat		C0 C7 CF 09		C0 C7 DB 75
[*]TenRPCS.dll->WS2_32.dll:[Ordinal:57]		0x000000007713DFD0->0x0000000009D8DFD0		Iat		D0 DF D8 09		D0 DF 13 77
TenRPCS.dll->WS2_32.dll:[Ordinal:15]		0x00000000771269F0->0x0000000009D769F0		Iat		F0 69 D7 09		F0 69 12 77
[*]TenRPCS.dll->WS2_32.dll:[Ordinal:116]		0x0000000077125190->0x0000000009D75190		Iat		90 51 D7 09		90 51 12 77
TenRPCS.dll->WS2_32.dll:[Ordinal:115]		0x00000000771219A0->0x0000000009D719A0		Iat		A0 19 D7 09		A0 19 12 77
[*]TenRPCS.dll->WS2_32.dll:[Ordinal:52]		0x000000007713DE30->0x0000000009D8DE30		Iat		30 DE D8 09		30 DE 13 77
TenRPCS.dll->WS2_32.dll:[Ordinal:23]		0x000000007711BFA0->0x0000000009D6BFA0		Iat		A0 BF D6 09		A0 BF 11 77
[*]TenRPCS.dll->WS2_32.dll:[Ordinal:12]		0x0000000077126E00->0x0000000009D76E00		Iat		00 6E D7 09		00 6E 12 77
TenRPCS.dll->WS2_32.dll:[Ordinal:11]		0x0000000077126900->0x0000000009D76900		Iat		00 69 D7 09		00 69 12 77
[*]TenRPCS.dll->WS2_32.dll:[Ordinal:9]		0x00000000771269F0->0x0000000009D769F0		Iat		F0 69 D7 09		F0 69 12 77
TenRPCS.dll->WS2_32.dll:[Ordinal:4]		0x0000000077115650->0x0000000009D65650		Iat		50 56 D6 09		50 56 11 77
[*]TenRPCS.dll->WS2_32.dll:[Ordinal:3]		0x000000007711EAC0->0x0000000009D6EAC0		Iat		C0 EA D6 09		C0 EA 11 77
TenRPCS.dll->WS2_32.dll:[Ordinal:8]		0x0000000077114AC0->0x0000000009D64AC0		Iat		C0 4A D6 09		C0 4A 11 77
GameRpcs.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]DINPUT.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
GDPLoader.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
GDPImpl.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]GameDataPlatformServer.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]TenSLX.dll->KERNEL32.dll:WriteConsoleW		0x0000000077194400->0x00000000099C4400		Iat		00 44 9C 09		00 44 19 77
TenSLX.dll->KERNEL32.dll:GetConsoleOutputCP		0x0000000077194340->0x00000000099C4340		Iat		40 43 9C 09		40 43 19 77
[*]TenSLX.dll->KERNEL32.dll:WriteConsoleA		0x00000000771943F0->0x00000000099C43F0		Iat		F0 43 9C 09		F0 43 19 77
TenSLX.dll->KERNEL32.dll:InitializeCriticalSectionAndSpinCount		0x0000000077193A50->0x00000000099C3A50		Iat		50 3A 9C 09		50 3A 19 77
[*]TenSLX.dll->KERNEL32.dll:GetLocaleInfoW		0x0000000077190D30->0x00000000099C0D30		Iat		30 0D 9C 09		30 0D 19 77
TenSLX.dll->KERNEL32.dll:SetStdHandle		0x00000000771A5C90->0x00000000099D5C90		Iat		90 5C 9D 09		90 5C 1A 77
[*]TenSLX.dll->KERNEL32.dll:EnumSystemLocalesA		0x00000000771A4160->0x00000000099D4160		Iat		60 41 9D 09		60 41 1A 77
TenSLX.dll->KERNEL32.dll:GetUserDefaultLCID		0x000000007718F0E0->0x00000000099BF0E0		Iat		E0 F0 9B 09		E0 F0 18 77
[*]TenSLX.dll->KERNEL32.dll:GetDateFormatA		0x00000000771A43F0->0x00000000099D43F0		Iat		F0 43 9D 09		F0 43 1A 77
TenSLX.dll->KERNEL32.dll:GetTimeFormatA		0x00000000771A48E0->0x00000000099D48E0		Iat		E0 48 9D 09		E0 48 1A 77
[*]TenSLX.dll->KERNEL32.dll:GetLocaleInfoA		0x0000000077188740->0x00000000099B8740		Iat		40 87 9B 09		40 87 18 77
TenSLX.dll->KERNEL32.dll:SetConsoleCtrlHandler		0x00000000771943D0->0x00000000099C43D0		Iat		D0 43 9C 09		D0 43 19 77
[*]TenSLX.dll->KERNEL32.dll:GetTimeZoneInformation		0x00000000771928A0->0x00000000099C28A0		Iat		A0 28 9C 09		A0 28 19 77
TenSLX.dll->KERNEL32.dll:SetEndOfFile		0x0000000077193F80->0x00000000099C3F80		Iat		80 3F 9C 09		80 3F 19 77
[*]TenSLX.dll->KERNEL32.dll:GetProcessHeap		0x0000000077190590->0x00000000099C0590		Iat		90 05 9C 09		90 05 19 77
TenSLX.dll->KERNEL32.dll:CompareStringA		0x00000000771882D0->0x00000000099B82D0		Iat		D0 82 9B 09		D0 82 18 77
[*]TenSLX.dll->KERNEL32.dll:CompareStringW		0x000000007718EFE0->0x00000000099BEFE0		Iat		E0 EF 9B 09		E0 EF 18 77
TenSLX.dll->KERNEL32.dll:SetEnvironmentVariableA		0x00000000771A5B30->0x00000000099D5B30		Iat		30 5B 9D 09		30 5B 1A 77
[*]TenSLX.dll->KERNEL32.dll:LCMapStringA		0x000000007718A320->0x00000000099BA320		Iat		20 A3 9B 09		20 A3 18 77
TenSLX.dll->KERNEL32.dll:IsValidLocale		0x0000000077192540->0x00000000099C2540		Iat		40 25 9C 09		40 25 19 77
[*]TenSLX.dll->KERNEL32.dll:LCMapStringW		0x0000000077191A10->0x00000000099C1A10		Iat		10 1A 9C 09		10 1A 19 77
TenSLX.dll->KERNEL32.dll:Sleep		0x0000000077191AB0->0x00000000099C1AB0		Iat		B0 1A 9C 09		B0 1A 19 77
[*]TenSLX.dll->KERNEL32.dll:SetThreadPriority		0x0000000077191630->0x00000000099C1630		Iat		30 16 9C 09		30 16 19 77
TenSLX.dll->KERNEL32.dll:GetCurrentThread		0x000000007718FF50->0x00000000099BFF50		Iat		50 FF 9B 09		50 FF 18 77
[*]TenSLX.dll->KERNEL32.dll:GetLastError		0x000000007718F020->0x00000000099BF020		Iat		20 F0 9B 09		20 F0 18 77
TenSLX.dll->KERNEL32.dll:SetFilePointer		0x0000000077193FC0->0x00000000099C3FC0		Iat		C0 3F 9C 09		C0 3F 19 77
[*]TenSLX.dll->KERNEL32.dll:GetModuleFileNameA		0x0000000077191950->0x00000000099C1950		Iat		50 19 9C 09		50 19 19 77
TenSLX.dll->KERNEL32.dll:GetModuleHandleA		0x00000000771916D0->0x00000000099C16D0		Iat		D0 16 9C 09		D0 16 19 77
[*]TenSLX.dll->KERNEL32.dll:FindClose		0x0000000077193C10->0x00000000099C3C10		Iat		10 3C 9C 09		10 3C 19 77
TenSLX.dll->KERNEL32.dll:MultiByteToWideChar		0x000000007718EFB0->0x00000000099BEFB0		Iat		B0 EF 9B 09		B0 EF 18 77
[*]TenSLX.dll->KERNEL32.dll:GetTickCount		0x0000000077192E20->0x00000000099C2E20		Iat		20 2E 9C 09		20 2E 19 77
TenSLX.dll->KERNEL32.dll:GetModuleFileNameW		0x0000000077191D80->0x00000000099C1D80		Iat		80 1D 9C 09		80 1D 19 77
[*]TenSLX.dll->KERNEL32.dll:GetProcAddress		0x00000000771905A0->0x00000000099C05A0		Iat		A0 05 9C 09		A0 05 19 77
TenSLX.dll->KERNEL32.dll:GetModuleHandleW		0x0000000077191990->0x00000000099C1990		Iat		90 19 9C 09		90 19 19 77
[*]TenSLX.dll->KERNEL32.dll:GetCurrentThreadId		0x000000007718EF60->0x00000000099BEF60		Iat		60 EF 9B 09		60 EF 18 77
TenSLX.dll->KERNEL32.dll:CloseHandle		0x0000000077193950->0x00000000099C3950		Iat		50 39 9C 09		50 39 19 77
[*]TenSLX.dll->KERNEL32.dll:WideCharToMultiByte		0x000000007718F000->0x00000000099BF000		Iat		00 F0 9B 09		00 F0 18 77
TenSLX.dll->KERNEL32.dll:Process32Next		0x0000000077187D80->0x00000000099B7D80		Iat		80 7D 9B 09		80 7D 18 77
[*]TenSLX.dll->KERNEL32.dll:Process32First		0x0000000077189C30->0x00000000099B9C30		Iat		30 9C 9B 09		30 9C 18 77
TenSLX.dll->KERNEL32.dll:CreateToolhelp32Snapshot		0x0000000077194F40->0x00000000099C4F40		Iat		40 4F 9C 09		40 4F 19 77
[*]TenSLX.dll->KERNEL32.dll:CreateThread		0x0000000077191A80->0x00000000099C1A80		Iat		80 1A 9C 09		80 1A 19 77
TenSLX.dll->KERNEL32.dll:VirtualFree		0x000000007718FF30->0x00000000099BFF30		Iat		30 FF 9B 09		30 FF 18 77
