[PC Hunter Standard][IDT]: 1536
Cpu序号		序号		函数名称		段选择子		当前函数地址		Hook		原始函数地址		当前函数地址所在模块
2		53		KiUnexpectedInterrupt35		0x02		0xFFFFF80460131518		-		0xFFFFF80460131518		C:\Windows\system32\ntoskrnl.exe
2		54		KiUnexpectedInterrupt36		0x02		0xFFFFF80460131520		-		0xFFFFF80460131520		C:\Windows\system32\ntoskrnl.exe
2		55		KiUnexpectedInterrupt37		0x02		0xFFFFF80460131528		-		0xFFFFF80460131528		C:\Windows\system32\ntoskrnl.exe
2		56		KiUnexpectedInterrupt38		0x02		0xFFFFF80460131530		-		0xFFFFF80460131530		C:\Windows\system32\ntoskrnl.exe
2		57		KiUnexpectedInterrupt39		0x02		0xFFFFF80460131538		-		0xFFFFF80460131538		C:\Windows\system32\ntoskrnl.exe
2		58		KiUnexpectedInterrupt40		0x02		0xFFFFF80460131540		-		0xFFFFF80460131540		C:\Windows\system32\ntoskrnl.exe
2		59		KiUnexpectedInterrupt41		0x02		0xFFFFF80460131548		-		0xFFFFF80460131548		C:\Windows\system32\ntoskrnl.exe
2		5A		KiUnexpectedInterrupt42		0x02		0xFFFFF80460131550		-		0xFFFFF80460131550		C:\Windows\system32\ntoskrnl.exe
2		5B		KiUnexpectedInterrupt43		0x02		0xFFFFF80460131558		-		0xFFFFF80460131558		C:\Windows\system32\ntoskrnl.exe
2		5C		KiUnexpectedInterrupt44		0x02		0xFFFFF80460131560		-		0xFFFFF80460131560		C:\Windows\system32\ntoskrnl.exe
2		5D		KiUnexpectedInterrupt45		0x02		0xFFFFF80460131568		-		0xFFFFF80460131568		C:\Windows\system32\ntoskrnl.exe
2		5E		KiUnexpectedInterrupt46		0x02		0xFFFFF80460131570		-		0xFFFFF80460131570		C:\Windows\system32\ntoskrnl.exe
2		5F		KiUnexpectedInterrupt47		0x02		0xFFFFF80460131578		-		0xFFFFF80460131578		C:\Windows\system32\ntoskrnl.exe
2		60		KiUnexpectedInterrupt48		0x02		0xFFFFF80460131580		-		0xFFFFF80460131580		C:\Windows\system32\ntoskrnl.exe
2		61		KiUnexpectedInterrupt49		0x02		0xFFFFF80460131588		-		0xFFFFF80460131588		C:\Windows\system32\ntoskrnl.exe
2		62		KiUnexpectedInterrupt50		0x02		0xFFFFF80460131590		-		0xFFFFF80460131590		C:\Windows\system32\ntoskrnl.exe
2		63		KiUnexpectedInterrupt51		0x02		0xFFFFF80460131598		-		0xFFFFF80460131598		C:\Windows\system32\ntoskrnl.exe
2		64		KiUnexpectedInterrupt52		0x02		0xFFFFF804601315A0		-		0xFFFFF804601315A0		C:\Windows\system32\ntoskrnl.exe
2		65		KiUnexpectedInterrupt53		0x02		0xFFFFF804601315A8		-		0xFFFFF804601315A8		C:\Windows\system32\ntoskrnl.exe
2		66		KiUnexpectedInterrupt54		0x02		0xFFFFF804601315B0		-		0xFFFFF804601315B0		C:\Windows\system32\ntoskrnl.exe
2		67		KiUnexpectedInterrupt55		0x02		0xFFFFF804601315B8		-		0xFFFFF804601315B8		C:\Windows\system32\ntoskrnl.exe
2		68		KiUnexpectedInterrupt56		0x02		0xFFFFF804601315C0		-		0xFFFFF804601315C0		C:\Windows\system32\ntoskrnl.exe
2		69		KiUnexpectedInterrupt57		0x02		0xFFFFF804601315C8		-		0xFFFFF804601315C8		C:\Windows\system32\ntoskrnl.exe
2		6A		KiUnexpectedInterrupt58		0x02		0xFFFFF804601315D0		-		0xFFFFF804601315D0		C:\Windows\system32\ntoskrnl.exe
2		6B		KiUnexpectedInterrupt59		0x02		0xFFFFF804601315D8		-		0xFFFFF804601315D8		C:\Windows\system32\ntoskrnl.exe
2		6C		KiUnexpectedInterrupt60		0x02		0xFFFFF804601315E0		-		0xFFFFF804601315E0		C:\Windows\system32\ntoskrnl.exe
2		6D		KiUnexpectedInterrupt61		0x02		0xFFFFF804601315E8		-		0xFFFFF804601315E8		C:\Windows\system32\ntoskrnl.exe
2		6E		KiUnexpectedInterrupt62		0x02		0xFFFFF804601315F0		-		0xFFFFF804601315F0		C:\Windows\system32\ntoskrnl.exe
2		6F		KiUnexpectedInterrupt63		0x02		0xFFFFF804601315F8		-		0xFFFFF804601315F8		C:\Windows\system32\ntoskrnl.exe
2		70		KiUnexpectedInterrupt64		0x02		0xFFFFF80460131600		-		0xFFFFF80460131600		C:\Windows\system32\ntoskrnl.exe
2		71		KiUnexpectedInterrupt65		0x02		0xFFFFF80460131608		-		0xFFFFF80460131608		C:\Windows\system32\ntoskrnl.exe
2		72		KiUnexpectedInterrupt66		0x02		0xFFFFF80460131610		-		0xFFFFF80460131610		C:\Windows\system32\ntoskrnl.exe
2		73		KiUnexpectedInterrupt67		0x02		0xFFFFF80460131618		-		0xFFFFF80460131618		C:\Windows\system32\ntoskrnl.exe
2		74		KiUnexpectedInterrupt68		0x02		0xFFFFF80460131620		-		0xFFFFF80460131620		C:\Windows\system32\ntoskrnl.exe
2		75		KiUnexpectedInterrupt69		0x02		0xFFFFF80460131628		-		0xFFFFF80460131628		C:\Windows\system32\ntoskrnl.exe
2		76		KiUnexpectedInterrupt70		0x02		0xFFFFF80460131630		-		0xFFFFF80460131630		C:\Windows\system32\ntoskrnl.exe
2		77		KiUnexpectedInterrupt71		0x02		0xFFFFF80460131638		-		0xFFFFF80460131638		C:\Windows\system32\ntoskrnl.exe
2		78		KiUnexpectedInterrupt72		0x02		0xFFFFF80460131640		-		0xFFFFF80460131640		C:\Windows\system32\ntoskrnl.exe
2		79		KiUnexpectedInterrupt73		0x02		0xFFFFF80460131648		-		0xFFFFF80460131648		C:\Windows\system32\ntoskrnl.exe
2		7A		KiUnexpectedInterrupt74		0x02		0xFFFFF80460131650		-		0xFFFFF80460131650		C:\Windows\system32\ntoskrnl.exe
2		7B		KiUnexpectedInterrupt75		0x02		0xFFFFF80460131658		-		0xFFFFF80460131658		C:\Windows\system32\ntoskrnl.exe
2		7C		KiUnexpectedInterrupt76		0x02		0xFFFFF80460131660		-		0xFFFFF80460131660		C:\Windows\system32\ntoskrnl.exe
2		7D		KiUnexpectedInterrupt77		0x02		0xFFFFF80460131668		-		0xFFFFF80460131668		C:\Windows\system32\ntoskrnl.exe
2		7E		KiUnexpectedInterrupt78		0x02		0xFFFFF80460131670		-		0xFFFFF80460131670		C:\Windows\system32\ntoskrnl.exe
2		7F		KiUnexpectedInterrupt79		0x02		0xFFFFF80460131678		-		0xFFFFF80460131678		C:\Windows\system32\ntoskrnl.exe
2		80		KiUnexpectedInterrupt80		0x02		0xFFFFF80460131680		-		0xFFFFF80460131680		C:\Windows\system32\ntoskrnl.exe
2		81		KiUnexpectedInterrupt81		0x02		0xFFFFF80460131688		-		0xFFFFF80460131688		C:\Windows\system32\ntoskrnl.exe
2		82		KiUnexpectedInterrupt82		0x02		0xFFFFF80460131690		-		0xFFFFF80460131690		C:\Windows\system32\ntoskrnl.exe
2		83		KiUnexpectedInterrupt83		0x02		0xFFFFF80460131698		-		0xFFFFF80460131698		C:\Windows\system32\ntoskrnl.exe
2		84		KiUnexpectedInterrupt84		0x02		0xFFFFF804601316A0		-		0xFFFFF804601316A0		C:\Windows\system32\ntoskrnl.exe
2		85		KiUnexpectedInterrupt85		0x02		0xFFFFF804601316A8		-		0xFFFFF804601316A8		C:\Windows\system32\ntoskrnl.exe
2		86		KiUnexpectedInterrupt86		0x02		0xFFFFF804601316B0		-		0xFFFFF804601316B0		C:\Windows\system32\ntoskrnl.exe
2		87		KiUnexpectedInterrupt87		0x02		0xFFFFF804601316B8		-		0xFFFFF804601316B8		C:\Windows\system32\ntoskrnl.exe
2		88		KiUnexpectedInterrupt88		0x02		0xFFFFF804601316C0		-		0xFFFFF804601316C0		C:\Windows\system32\ntoskrnl.exe
2		89		KiUnexpectedInterrupt89		0x02		0xFFFFF804601316C8		-		0xFFFFF804601316C8		C:\Windows\system32\ntoskrnl.exe
2		8A		KiUnexpectedInterrupt90		0x02		0xFFFFF804601316D0		-		0xFFFFF804601316D0		C:\Windows\system32\ntoskrnl.exe
2		8B		KiUnexpectedInterrupt91		0x02		0xFFFFF804601316D8		-		0xFFFFF804601316D8		C:\Windows\system32\ntoskrnl.exe
2		8C		KiUnexpectedInterrupt92		0x02		0xFFFFF804601316E0		-		0xFFFFF804601316E0		C:\Windows\system32\ntoskrnl.exe
2		8D		KiUnexpectedInterrupt93		0x02		0xFFFFF804601316E8		-		0xFFFFF804601316E8		C:\Windows\system32\ntoskrnl.exe
2		8E		KiUnexpectedInterrupt94		0x02		0xFFFFF804601316F0		-		0xFFFFF804601316F0		C:\Windows\system32\ntoskrnl.exe
2		8F		KiUnexpectedInterrupt95		0x02		0xFFFFF804601316F8		-		0xFFFFF804601316F8		C:\Windows\system32\ntoskrnl.exe
2		90		KiUnexpectedInterrupt96		0x02		0xFFFFF80460131700		-		0xFFFFF80460131700		C:\Windows\system32\ntoskrnl.exe
2		91		KiUnexpectedInterrupt97		0x02		0xFFFFF80460131708		-		0xFFFFF80460131708		C:\Windows\system32\ntoskrnl.exe
2		92		KiUnexpectedInterrupt98		0x02		0xFFFFF80460131710		-		0xFFFFF80460131710		C:\Windows\system32\ntoskrnl.exe
2		93		KiUnexpectedInterrupt99		0x02		0xFFFFF80460131718		-		0xFFFFF80460131718		C:\Windows\system32\ntoskrnl.exe
2		94		KiUnexpectedInterrupt100		0x02		0xFFFFF80460131720		-		0xFFFFF80460131720		C:\Windows\system32\ntoskrnl.exe
2		95		KiUnexpectedInterrupt101		0x02		0xFFFFF80460131728		-		0xFFFFF80460131728		C:\Windows\system32\ntoskrnl.exe
2		96		KiUnexpectedInterrupt102		0x02		0xFFFFF80460131730		-		0xFFFFF80460131730		C:\Windows\system32\ntoskrnl.exe
2		97		KiUnexpectedInterrupt103		0x02		0xFFFFF80460131738		-		0xFFFFF80460131738		C:\Windows\system32\ntoskrnl.exe
2		98		KiUnexpectedInterrupt104		0x02		0xFFFFF80460131740		-		0xFFFFF80460131740		C:\Windows\system32\ntoskrnl.exe
2		99		KiUnexpectedInterrupt105		0x02		0xFFFFF80460131748		-		0xFFFFF80460131748		C:\Windows\system32\ntoskrnl.exe
2		9A		KiUnexpectedInterrupt106		0x02		0xFFFFF80460131750		-		0xFFFFF80460131750		C:\Windows\system32\ntoskrnl.exe
2		9B		KiUnexpectedInterrupt107		0x02		0xFFFFF80460131758		-		0xFFFFF80460131758		C:\Windows\system32\ntoskrnl.exe
2		9C		KiUnexpectedInterrupt108		0x02		0xFFFFF80460131760		-		0xFFFFF80460131760		C:\Windows\system32\ntoskrnl.exe
2		9D		KiUnexpectedInterrupt109		0x02		0xFFFFF80460131768		-		0xFFFFF80460131768		C:\Windows\system32\ntoskrnl.exe
2		9E		KiUnexpectedInterrupt110		0x02		0xFFFFF80460131770		-		0xFFFFF80460131770		C:\Windows\system32\ntoskrnl.exe
2		9F		KiUnexpectedInterrupt111		0x02		0xFFFFF80460131778		-		0xFFFFF80460131778		C:\Windows\system32\ntoskrnl.exe
2		A0		KiUnexpectedInterrupt112		0x02		0xFFFFF80460131780		-		0xFFFFF80460131780		C:\Windows\system32\ntoskrnl.exe
2		A1		KiUnexpectedInterrupt113		0x02		0xFFFFF80460131788		-		0xFFFFF80460131788		C:\Windows\system32\ntoskrnl.exe
2		A2		KiUnexpectedInterrupt114		0x02		0xFFFFF80460131790		-		0xFFFFF80460131790		C:\Windows\system32\ntoskrnl.exe
2		A3		KiUnexpectedInterrupt115		0x02		0xFFFFF80460131798		-		0xFFFFF80460131798		C:\Windows\system32\ntoskrnl.exe
2		A4		KiUnexpectedInterrupt116		0x02		0xFFFFF804601317A0		-		0xFFFFF804601317A0		C:\Windows\system32\ntoskrnl.exe
2		A5		KiUnexpectedInterrupt117		0x02		0xFFFFF804601317A8		-		0xFFFFF804601317A8		C:\Windows\system32\ntoskrnl.exe
2		A6		KiUnexpectedInterrupt118		0x02		0xFFFFF804601317B0		-		0xFFFFF804601317B0		C:\Windows\system32\ntoskrnl.exe
2		A7		KiUnexpectedInterrupt119		0x02		0xFFFFF804601317B8		-		0xFFFFF804601317B8		C:\Windows\system32\ntoskrnl.exe
2		A8		KiUnexpectedInterrupt120		0x02		0xFFFFF804601317C0		-		0xFFFFF804601317C0		C:\Windows\system32\ntoskrnl.exe
2		A9		KiUnexpectedInterrupt121		0x02		0xFFFFF804601317C8		-		0xFFFFF804601317C8		C:\Windows\system32\ntoskrnl.exe
2		AA		KiUnexpectedInterrupt122		0x02		0xFFFFF804601317D0		-		0xFFFFF804601317D0		C:\Windows\system32\ntoskrnl.exe
2		AB		KiUnexpectedInterrupt123		0x02		0xFFFFF804601317D8		-		0xFFFFF804601317D8		C:\Windows\system32\ntoskrnl.exe
2		AC		KiUnexpectedInterrupt124		0x02		0xFFFFF804601317E0		-		0xFFFFF804601317E0		C:\Windows\system32\ntoskrnl.exe
2		AD		KiUnexpectedInterrupt125		0x02		0xFFFFF804601317E8		-		0xFFFFF804601317E8		C:\Windows\system32\ntoskrnl.exe
2		AE		KiUnexpectedInterrupt126		0x02		0xFFFFF804601317F0		-		0xFFFFF804601317F0		C:\Windows\system32\ntoskrnl.exe
2		AF		KiUnexpectedInterrupt127		0x02		0xFFFFF804601317F8		-		0xFFFFF804601317F8		C:\Windows\system32\ntoskrnl.exe
2		B0		KiUnexpectedInterrupt128		0x02		0xFFFFF80460131800		-		0xFFFFF80460131800		C:\Windows\system32\ntoskrnl.exe
2		B1		KiUnexpectedInterrupt129		0x02		0xFFFFF80460131808		-		0xFFFFF80460131808		C:\Windows\system32\ntoskrnl.exe
2		B2		KiUnexpectedInterrupt130		0x02		0xFFFFF80460131810		-		0xFFFFF80460131810		C:\Windows\system32\ntoskrnl.exe
2		B3		KiUnexpectedInterrupt131		0x02		0xFFFFF80460131818		-		0xFFFFF80460131818		C:\Windows\system32\ntoskrnl.exe
2		B4		KiUnexpectedInterrupt132		0x02		0xFFFFF80460131820		-		0xFFFFF80460131820		C:\Windows\system32\ntoskrnl.exe
2		B5		KiUnexpectedInterrupt133		0x02		0xFFFFF80460131828		-		0xFFFFF80460131828		C:\Windows\system32\ntoskrnl.exe
2		B6		KiUnexpectedInterrupt134		0x02		0xFFFFF80460131830		-		0xFFFFF80460131830		C:\Windows\system32\ntoskrnl.exe
2		B7		KiUnexpectedInterrupt135		0x02		0xFFFFF80460131838		-		0xFFFFF80460131838		C:\Windows\system32\ntoskrnl.exe
2		B8		KiUnexpectedInterrupt136		0x02		0xFFFFF80460131840		-		0xFFFFF80460131840		C:\Windows\system32\ntoskrnl.exe
2		B9		KiUnexpectedInterrupt137		0x02		0xFFFFF80460131848		-		0xFFFFF80460131848		C:\Windows\system32\ntoskrnl.exe
2		BA		KiUnexpectedInterrupt138		0x02		0xFFFFF80460131850		-		0xFFFFF80460131850		C:\Windows\system32\ntoskrnl.exe
2		BB		KiUnexpectedInterrupt139		0x02		0xFFFFF80460131858		-		0xFFFFF80460131858		C:\Windows\system32\ntoskrnl.exe
2		BC		KiUnexpectedInterrupt140		0x02		0xFFFFF80460131860		-		0xFFFFF80460131860		C:\Windows\system32\ntoskrnl.exe
2		BD		KiUnexpectedInterrupt141		0x02		0xFFFFF80460131868		-		0xFFFFF80460131868		C:\Windows\system32\ntoskrnl.exe
2		BE		KiUnexpectedInterrupt142		0x02		0xFFFFF80460131870		-		0xFFFFF80460131870		C:\Windows\system32\ntoskrnl.exe
2		BF		KiUnexpectedInterrupt143		0x02		0xFFFFF80460131878		-		0xFFFFF80460131878		C:\Windows\system32\ntoskrnl.exe
2		C0		KiUnexpectedInterrupt144		0x02		0xFFFFF80460131880		-		0xFFFFF80460131880		C:\Windows\system32\ntoskrnl.exe
2		C1		KiUnexpectedInterrupt145		0x02		0xFFFFF80460131888		-		0xFFFFF80460131888		C:\Windows\system32\ntoskrnl.exe
2		C2		KiUnexpectedInterrupt146		0x02		0xFFFFF80460131890		-		0xFFFFF80460131890		C:\Windows\system32\ntoskrnl.exe
2		C3		KiUnexpectedInterrupt147		0x02		0xFFFFF80460131898		-		0xFFFFF80460131898		C:\Windows\system32\ntoskrnl.exe
2		C4		KiUnexpectedInterrupt148		0x02		0xFFFFF804601318A0		-		0xFFFFF804601318A0		C:\Windows\system32\ntoskrnl.exe
2		C5		KiUnexpectedInterrupt149		0x02		0xFFFFF804601318A8		-		0xFFFFF804601318A8		C:\Windows\system32\ntoskrnl.exe
2		C6		KiUnexpectedInterrupt150		0x02		0xFFFFF804601318B0		-		0xFFFFF804601318B0		C:\Windows\system32\ntoskrnl.exe
2		C7		KiUnexpectedInterrupt151		0x02		0xFFFFF804601318B8		-		0xFFFFF804601318B8		C:\Windows\system32\ntoskrnl.exe
2		C8		KiUnexpectedInterrupt152		0x02		0xFFFFF804601318C0		-		0xFFFFF804601318C0		C:\Windows\system32\ntoskrnl.exe
2		C9		KiUnexpectedInterrupt153		0x02		0xFFFFF804601318C8		-		0xFFFFF804601318C8		C:\Windows\system32\ntoskrnl.exe
2		CA		KiUnexpectedInterrupt154		0x02		0xFFFFF804601318D0		-		0xFFFFF804601318D0		C:\Windows\system32\ntoskrnl.exe
2		CB		KiUnexpectedInterrupt155		0x02		0xFFFFF804601318D8		-		0xFFFFF804601318D8		C:\Windows\system32\ntoskrnl.exe
2		CC		KiUnexpectedInterrupt156		0x02		0xFFFFF804601318E0		-		0xFFFFF804601318E0		C:\Windows\system32\ntoskrnl.exe
2		CD		KiUnexpectedInterrupt157		0x02		0xFFFFF804601318E8		-		0xFFFFF804601318E8		C:\Windows\system32\ntoskrnl.exe
2		CE		KiUnexpectedInterrupt158		0x02		0xFFFFF804601318F0		-		0xFFFFF804601318F0		C:\Windows\system32\ntoskrnl.exe
2		CF		KiUnexpectedInterrupt159		0x02		0xFFFFF804601318F8		-		0xFFFFF804601318F8		C:\Windows\system32\ntoskrnl.exe
2		D0		KiUnexpectedInterrupt160		0x02		0xFFFFF80460131900		-		0xFFFFF80460131900		C:\Windows\system32\ntoskrnl.exe
2		D1		KiUnexpectedInterrupt161		0x02		0xFFFFF80460131908		-		0xFFFFF80460131908		C:\Windows\system32\ntoskrnl.exe
2		D2		KiUnexpectedInterrupt162		0x02		0xFFFFF80460131910		-		0xFFFFF80460131910		C:\Windows\system32\ntoskrnl.exe
2		D3		KiUnexpectedInterrupt163		0x02		0xFFFFF80460131918		-		0xFFFFF80460131918		C:\Windows\system32\ntoskrnl.exe
2		D4		KiUnexpectedInterrupt164		0x02		0xFFFFF80460131920		-		0xFFFFF80460131920		C:\Windows\system32\ntoskrnl.exe
2		D5		KiUnexpectedInterrupt165		0x02		0xFFFFF80460131928		-		0xFFFFF80460131928		C:\Windows\system32\ntoskrnl.exe
2		D6		KiUnexpectedInterrupt166		0x02		0xFFFFF80460131930		-		0xFFFFF80460131930		C:\Windows\system32\ntoskrnl.exe
2		D7		KiUnexpectedInterrupt167		0x02		0xFFFFF80460131938		-		0xFFFFF80460131938		C:\Windows\system32\ntoskrnl.exe
2		D8		KiUnexpectedInterrupt168		0x02		0xFFFFF80460131940		-		0xFFFFF80460131940		C:\Windows\system32\ntoskrnl.exe
2		D9		KiUnexpectedInterrupt169		0x02		0xFFFFF80460131948		-		0xFFFFF80460131948		C:\Windows\system32\ntoskrnl.exe
2		DA		KiUnexpectedInterrupt170		0x02		0xFFFFF80460131950		-		0xFFFFF80460131950		C:\Windows\system32\ntoskrnl.exe
2		DB		KiUnexpectedInterrupt171		0x02		0xFFFFF80460131958		-		0xFFFFF80460131958		C:\Windows\system32\ntoskrnl.exe
2		DC		KiUnexpectedInterrupt172		0x02		0xFFFFF80460131960		-		0xFFFFF80460131960		C:\Windows\system32\ntoskrnl.exe
2		DD		KiUnexpectedInterrupt173		0x02		0xFFFFF80460131968		-		0xFFFFF80460131968		C:\Windows\system32\ntoskrnl.exe
2		DE		KiUnexpectedInterrupt174		0x02		0xFFFFF80460131970		-		0xFFFFF80460131970		C:\Windows\system32\ntoskrnl.exe
2		DF		KiUnexpectedInterrupt175		0x02		0xFFFFF80460131978		-		0xFFFFF80460131978		C:\Windows\system32\ntoskrnl.exe
2		E0		KiUnexpectedInterrupt176		0x02		0xFFFFF80460131980		-		0xFFFFF80460131980		C:\Windows\system32\ntoskrnl.exe
2		E1		KiUnexpectedInterrupt177		0x02		0xFFFFF80460131200		-		0xFFFFF80460131200		C:\Windows\system32\ntoskrnl.exe
2		E2		KiUnexpectedInterrupt178		0x02		0xFFFFF80460131990		-		0xFFFFF80460131990		C:\Windows\system32\ntoskrnl.exe
2		E3		KiUnexpectedInterrupt179		0x02		0xFFFFF80460131998		-		0xFFFFF80460131998		C:\Windows\system32\ntoskrnl.exe
2		E4		KiUnexpectedInterrupt180		0x02		0xFFFFF804601319A0		-		0xFFFFF804601319A0		C:\Windows\system32\ntoskrnl.exe
2		E5		KiUnexpectedInterrupt181		0x02		0xFFFFF804601319A8		-		0xFFFFF804601319A8		C:\Windows\system32\ntoskrnl.exe
2		E6		KiUnexpectedInterrupt182		0x02		0xFFFFF804601319B0		-		0xFFFFF804601319B0		C:\Windows\system32\ntoskrnl.exe
2		E7		KiUnexpectedInterrupt183		0x02		0xFFFFF804601319B8		-		0xFFFFF804601319B8		C:\Windows\system32\ntoskrnl.exe
2		E8		KiUnexpectedInterrupt184		0x02		0xFFFFF804601319C0		-		0xFFFFF804601319C0		C:\Windows\system32\ntoskrnl.exe
2		E9		KiUnexpectedInterrupt185		0x02		0xFFFFF804601319C8		-		0xFFFFF804601319C8		C:\Windows\system32\ntoskrnl.exe
2		EA		KiUnexpectedInterrupt186		0x02		0xFFFFF804601319D0		-		0xFFFFF804601319D0		C:\Windows\system32\ntoskrnl.exe
2		EB		KiUnexpectedInterrupt187		0x02		0xFFFFF804601319D8		-		0xFFFFF804601319D8		C:\Windows\system32\ntoskrnl.exe
2		EC		KiUnexpectedInterrupt188		0x02		0xFFFFF804601319E0		-		0xFFFFF804601319E0		C:\Windows\system32\ntoskrnl.exe
2		ED		KiUnexpectedInterrupt189		0x02		0xFFFFF804601319E8		-		0xFFFFF804601319E8		C:\Windows\system32\ntoskrnl.exe
2		EE		KiUnexpectedInterrupt190		0x02		0xFFFFF804601319F0		-		0xFFFFF804601319F0		C:\Windows\system32\ntoskrnl.exe
2		EF		KiUnexpectedInterrupt191		0x02		0xFFFFF804601319F8		-		0xFFFFF804601319F8		C:\Windows\system32\ntoskrnl.exe
2		F0		KiUnexpectedInterrupt192		0x02		0xFFFFF80460131A00		-		0xFFFFF80460131A00		C:\Windows\system32\ntoskrnl.exe
2		F1		KiUnexpectedInterrupt193		0x02		0xFFFFF80460131A08		-		0xFFFFF80460131A08		C:\Windows\system32\ntoskrnl.exe
2		F2		KiUnexpectedInterrupt194		0x02		0xFFFFF80460131A10		-		0xFFFFF80460131A10		C:\Windows\system32\ntoskrnl.exe
2		F3		KiUnexpectedInterrupt195		0x02		0xFFFFF80460131A18		-		0xFFFFF80460131A18		C:\Windows\system32\ntoskrnl.exe
2		F4		KiUnexpectedInterrupt196		0x02		0xFFFFF80460131A20		-		0xFFFFF80460131A20		C:\Windows\system32\ntoskrnl.exe
2		F5		KiUnexpectedInterrupt197		0x02		0xFFFFF80460131A28		-		0xFFFFF80460131A28		C:\Windows\system32\ntoskrnl.exe
2		F6		KiUnexpectedInterrupt198		0x02		0xFFFFF80460131A30		-		0xFFFFF80460131A30		C:\Windows\system32\ntoskrnl.exe
2		F7		KiUnexpectedInterrupt199		0x02		0xFFFFF80460131A38		-		0xFFFFF80460131A38		C:\Windows\system32\ntoskrnl.exe
2		F8		KiUnexpectedInterrupt200		0x02		0xFFFFF80460131A40		-		0xFFFFF80460131A40		C:\Windows\system32\ntoskrnl.exe
2		F9		KiUnexpectedInterrupt201		0x02		0xFFFFF80460131A48		-		0xFFFFF80460131A48		C:\Windows\system32\ntoskrnl.exe
2		FA		KiUnexpectedInterrupt202		0x02		0xFFFFF80460131A50		-		0xFFFFF80460131A50		C:\Windows\system32\ntoskrnl.exe
2		FB		KiUnexpectedInterrupt203		0x02		0xFFFFF80460131A58		-		0xFFFFF80460131A58		C:\Windows\system32\ntoskrnl.exe
2		FC		KiUnexpectedInterrupt204		0x02		0xFFFFF80460131A60		-		0xFFFFF80460131A60		C:\Windows\system32\ntoskrnl.exe
2		FD		KiUnexpectedInterrupt205		0x02		0xFFFFF80460131A68		-		0xFFFFF80460131A68		C:\Windows\system32\ntoskrnl.exe
2		FE		KiUnexpectedInterrupt206		0x02		0xFFFFF80460131A70		-		0xFFFFF80460131A70		C:\Windows\system32\ntoskrnl.exe
2		FF		KiUnexpectedInterrupt207		0x02		0xFFFFF80460131A78		-		0xFFFFF80460131A78		C:\Windows\system32\ntoskrnl.exe
3		00		Divide error		0x02		0xFFFFF80460130100		-		0xFFFFF80460130100		C:\Windows\system32\ntoskrnl.exe
3		01		Debug		0x02		0xFFFFF80460130180		-		0xFFFFF80460130180		C:\Windows\system32\ntoskrnl.exe
3		02		Not used		0x02		0xFFFFF80460130200		-		0xFFFFF80460130200		C:\Windows\system32\ntoskrnl.exe
3		03		Breakpoint		0x02		0xFFFFF80460130280		-		0xFFFFF80460130280		C:\Windows\system32\ntoskrnl.exe
3		04		Overflow		0x02		0xFFFFF80460130300		-		0xFFFFF80460130300		C:\Windows\system32\ntoskrnl.exe
3		05		Bounds check		0x02		0xFFFFF80460130380		-		0xFFFFF80460130380		C:\Windows\system32\ntoskrnl.exe
3		06		Invalid opcode		0x02		0xFFFFF80460130400		-		0xFFFFF80460130400		C:\Windows\system32\ntoskrnl.exe
3		07		Device not available		0x02		0xFFFFF80460130480		-		0xFFFFF80460130480		C:\Windows\system32\ntoskrnl.exe
3		08		Double fault		0x02		0xFFFFF80460130500		-		0xFFFFF80460130500		C:\Windows\system32\ntoskrnl.exe
3		09		Coprocessor segment overrun		0x02		0xFFFFF80460130580		-		0xFFFFF80460130580		C:\Windows\system32\ntoskrnl.exe
3		0A		Invalid TSS		0x02		0xFFFFF80460130600		-		0xFFFFF80460130600		C:\Windows\system32\ntoskrnl.exe
3		0B		Segment not present		0x02		0xFFFFF80460130680		-		0xFFFFF80460130680		C:\Windows\system32\ntoskrnl.exe
3		0C		Stack segment fault		0x02		0xFFFFF80460130700		-		0xFFFFF80460130700		C:\Windows\system32\ntoskrnl.exe
3		0D		General protection		0x02		0xFFFFF80460130780		-		0xFFFFF80460130780		C:\Windows\system32\ntoskrnl.exe
3		0E		Page Fault		0x02		0xFFFFF80460130800		-		0xFFFFF80460130800		C:\Windows\system32\ntoskrnl.exe
3		0F		Reserved by Intel		0x02		0xFFFFF804601312F8		-		0xFFFFF804601312F8		C:\Windows\system32\ntoskrnl.exe
3		10		Floating-point error		0x02		0xFFFFF80460130880		-		0xFFFFF80460130880		C:\Windows\system32\ntoskrnl.exe
3		11		Alignment check		0x02		0xFFFFF80460130900		-		0xFFFFF80460130900		C:\Windows\system32\ntoskrnl.exe
3		12		Machine check		0x02		0xFFFFF80460130980		-		0xFFFFF80460130980		C:\Windows\system32\ntoskrnl.exe
3		13		SIMD floating point exception		0x02		0xFFFFF80460130A80		-		0xFFFFF80460130A80		C:\Windows\system32\ntoskrnl.exe
3		14		Reserved by Intel		0x02		0xFFFFF80460130B00		-		0xFFFFF80460130B00		C:\Windows\system32\ntoskrnl.exe
3		15		Reserved by Intel		0x02		0xFFFFF80460130B80		-		0xFFFFF80460130B80		C:\Windows\system32\ntoskrnl.exe
3		16		Reserved by Intel		0x02		0xFFFFF80460131330		-		0xFFFFF80460131330		C:\Windows\system32\ntoskrnl.exe
3		17		Reserved by Intel		0x02		0xFFFFF80460131338		-		0xFFFFF80460131338		C:\Windows\system32\ntoskrnl.exe
