[PC Hunter Standard][Kernel Hook]: 3093
挂钩对象		挂钩位置		钩子类型		挂钩处当前值		挂钩处原始值
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECA51E]->[-]		Inline		00 97		80 FA
len(5) [ntoskrnl.exe]		[0xFFFFF8045FECA550]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECA55D]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECA685]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF8045FECA6C0]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECA6DE]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECA803]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECA8C5]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECABE3]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECAE71]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECAED1]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECAF64]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECB124]->[-]		Inline		00 FA		80 F6
len(5) [ntoskrnl.exe]		[0xFFFFF8045FECB1D0]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(6) [ntoskrnl.exe]		[0xFFFFF8045FECB25C]->[-]		Inline		A0 4F 9F 3E 7D FA		68 DF BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECB403]->[-]		Inline		4F 9F 3E 7D FA		DF BE 7D FB F6
len(5) [ntoskrnl.exe]		[0xFFFFF8045FECB430]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
len(6) [ntoskrnl.exe]		[0xFFFFF8045FECB848]->[-]		Inline		A0 4F 9F 3E 7D FA		68 DF BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECB85F]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECB86C]->[-]		Inline		7F FA		FF F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECB8A9]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECB8B9]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECB9A6]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECBBC9]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECBBD3]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECBC27]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECC009]->[-]		Inline		7F FA		FF F6
len(6) [ntoskrnl.exe]		[0xFFFFF8045FECC2A0]->[-]		Inline		A0 4F 9F 3E 7D FA		68 DF BE 7D FB F6
[*]len(3) [ntoskrnl.exe]		[0xFFFFF8045FECC36F]->[-]		Inline		00 7D FA		40 FB F6
len(2) [ntoskrnl.exe]		[0xFFFFF8045FECC398]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECC3C3]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
len(5) [ntoskrnl.exe]		[0xFFFFF8045FECC3D0]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(6) [ntoskrnl.exe]		[0xFFFFF8045FECC419]->[-]		Inline		A0 4F 9F 3E 7D FA		68 DF BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECC4BA]->[-]		Inline		4F 9F 3E 7D FA		DF BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECC833]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECC83D]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
len(2) [ntoskrnl.exe]		[0xFFFFF8045FECC9B0]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECCB33]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECCBCC]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECCBD6]->[-]		Inline		4F 9F 3E 7D FA		DF BE 7D FB F6
len(15) [ntoskrnl.exe]		[0xFFFFF8045FECCBE0]->[-]		Inline		40 9F 3E 7D FA FF FF 49 B8 A0 4F 9F 3E 7D FA		D0 BE 7D FB F6 FF FF 49 B8 68 DF BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECCED2]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECCF7A]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECCF84]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
len(2) [ntoskrnl.exe]		[0xFFFFF8045FECD078]->[-]		Inline		00 FA		80 F6
len(5) [ntoskrnl.exe]		[0xFFFFF8045FECD1D8]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(6) [ntoskrnl.exe]		[0xFFFFF8045FECD4C5]->[-]		Inline		A0 4F 9F 3E 7D FA		68 DF BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECD511]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECD524]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
len(6) [ntoskrnl.exe]		[0xFFFFF8045FECD630]->[-]		Inline		A0 4F 9F 3E 7D FA		68 DF BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECD82B]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECD8E3]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
len(5) [ntoskrnl.exe]		[0xFFFFF8045FECD8F0]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECDA56]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECDB01]->[-]		Inline		7F FA		FF F6
len(2) [ntoskrnl.exe]		[0xFFFFF8045FECDB28]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECDB37]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECDC8C]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECDE2C]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECDF2C]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECDFA7]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECDFB1]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECE019]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECE026]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECE04E]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECE05C]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECE10B]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECE119]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECE2BF]->[-]		Inline		00 FA		80 F6
[*]len(3) [ntoskrnl.exe]		[0xFFFFF8045FECE3AB]->[-]		Inline		00 7D FA		40 FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECE3C9]->[-]		Inline		7F FA		FF F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECE3E2]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECE40D]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECE4AC]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECE4B9]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
len(2) [ntoskrnl.exe]		[0xFFFFF8045FECE4C8]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECE53D]->[-]		Inline		00 97		80 FA
len(5) [ntoskrnl.exe]		[0xFFFFF8045FECE5E0]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECE67E]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECE68B]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECE924]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECE945]->[-]		Inline		00 97		80 FA
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECE951]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECE9D9]->[-]		Inline		00 FA		80 F6
[*]len(3) [ntoskrnl.exe]		[0xFFFFF8045FECE9FF]->[-]		Inline		00 7D FA		40 FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECEB3B]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECEC12]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECEC53]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECEC8F]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(3) [ntoskrnl.exe]		[0xFFFFF8045FECECB4]->[-]		Inline		3F 7D FA		7F FB F6
[*]len(6) [ntoskrnl.exe]		[0xFFFFF8045FECECC4]->[-]		Inline		A0 4F 9F 3E 7D FA		68 DF BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECED03]->[-]		Inline		7F FA		FF F6
len(5) [ntoskrnl.exe]		[0xFFFFF8045FECF008]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECF115]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECF174]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECF196]->[-]		Inline		7F FA		FF F6
len(5) [ntoskrnl.exe]		[0xFFFFF8045FECF338]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECF43E]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECF75B]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF8045FECF768]->[-]		Inline		7F FA		FF F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECF7E7]->[-]		Inline		00 97		80 FA
len(5) [ntoskrnl.exe]		[0xFFFFF8045FECF7F8]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECF802]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(3) [ntoskrnl.exe]		[0xFFFFF8045FECF80E]->[-]		Inline		00 7D FA		40 FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECF89A]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(3) [ntoskrnl.exe]		[0xFFFFF8045FECF91B]->[-]		Inline		00 7D FA		40 FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECF9A4]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECFA7A]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECFAF5]->[-]		Inline		7F FA		FF F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECFB01]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECFB0E]->[-]		Inline		7F FA		FF F6
len(2) [ntoskrnl.exe]		[0xFFFFF8045FECFB60]->[-]		Inline		7F FA		FF F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECFBDF]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECFC11]->[-]		Inline		7F FA		FF F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECFD0D]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FECFD14]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECFE91]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FECFE9B]->[-]		Inline		7F FA		FF F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED0147]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED04D5]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED0503]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF8045FED07C8]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED0B0D]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED0E4A]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FED0E57]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
len(5) [ntoskrnl.exe]		[0xFFFFF8045FED0E68]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED0E94]->[-]		Inline		00 97		80 FA
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FED0F1A]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED0F6B]->[-]		Inline		00 97		80 FA
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FED0FCC]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED10B6]->[-]		Inline		7F FA		FF F6
len(3) [ntoskrnl.exe]		[0xFFFFF8045FED10E0]->[-]		Inline		00 7D FA		40 FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED15BD]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FED15C4]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(3) [ntoskrnl.exe]		[0xFFFFF8045FED1867]->[-]		Inline		3F 7D FA		7F FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED1927]->[-]		Inline		00 97		80 FA
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FED1DFE]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED1E0B]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED1F2A]->[-]		Inline		00 FA		80 F6
[*]len(3) [ntoskrnl.exe]		[0xFFFFF8045FED201A]->[-]		Inline		00 7D FA		40 FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FED2025]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FED2035]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED2082]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF8045FED2198]->[-]		Inline		00 97		80 FA
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FED2272]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
len(5) [ntoskrnl.exe]		[0xFFFFF8045FED2280]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED2303]->[-]		Inline		00 FA		80 F6
[*]len(6) [ntoskrnl.exe]		[0xFFFFF8045FED2327]->[-]		Inline		A0 4F 9F 3E 7D FA		68 DF BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FED2439]->[-]		Inline		4F 9F 3E 7D FA		DF BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FED2451]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED246F]->[-]		Inline		7F FA		FF F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED25D6]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED2A04]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED2A34]->[-]		Inline		00 97		80 FA
len(5) [ntoskrnl.exe]		[0xFFFFF8045FED2A70]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FED2C8C]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FED2F96]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE1CD5]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE203C]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE2110]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE21C5]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE22C2]->[-]		Inline		7F FA		FF F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE23EB]->[-]		Inline		7F FA		FF F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE2585]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE26BC]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE4147]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FEE419A]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
len(5) [ntoskrnl.exe]		[0xFFFFF8045FEE41A8]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE41B8]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE4390]->[-]		Inline		00 FA		80 F6
len(5) [ntoskrnl.exe]		[0xFFFFF8045FEE44B8]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE44CF]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE451C]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FEE452A]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FEE4545]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE45B7]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE4682]->[-]		Inline		00 97		80 FA
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FEE48DE]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE48EB]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE4A76]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE7107]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE72CD]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE7305]->[-]		Inline		7F FA		FF F6
len(3) [ntoskrnl.exe]		[0xFFFFF8045FEE7338]->[-]		Inline		00 7D FA		40 FB F6
[*]len(3) [ntoskrnl.exe]		[0xFFFFF8045FEE7347]->[-]		Inline		3F 7D FA		7F FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE7462]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE74E0]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE7520]->[-]		Inline		00 FA		80 F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FEE757B]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FEE758D]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE75C0]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEE75CA]->[-]		Inline		7F FA		FF F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FEE82A7]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FEE82B1]->[-]		Inline		47 9F 3E 7D FA		D7 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF5A5E]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF5B75]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF6070]->[-]		Inline		00 FA		80 F6
len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF60E0]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF6178]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF6216]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF6481]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF64C2]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF654B]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF65A9]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF66FF]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF681E]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF7395]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF73A2]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF74B4]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF75BD]->[-]		Inline		00 97		80 FA
len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF8170]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF818A]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF8301]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF844B]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF864A]->[-]		Inline		00 97		80 FA
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FEF87A2]->[-]		Inline		48 9F 3E 7D FA		D8 BE 7D FB F6
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FEF87F9]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF8F0C]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF900B]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF9049]->[-]		Inline		00 FA		80 F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEF912F]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEFA611]->[-]		Inline		00 97		80 FA
[*]len(5) [ntoskrnl.exe]		[0xFFFFF8045FEFA64B]->[-]		Inline		40 9F 3E 7D FA		D0 BE 7D FB F6
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEFA741]->[-]		Inline		00 97		80 FA
[*]len(2) [ntoskrnl.exe]		[0xFFFFF8045FEFA7ED]->[-]		Inline		00 FA		80 F6
